股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
微软,MSFT,2024-05-07,413.16,407.84,413.17,407.59,20018228,8229861376.0,1.35,-1.02,-4.2,0.27
微软,MSFT,2024-05-08,406.67,409.04,410.73,405.213,11792308,4838877440.0,1.35,0.29,1.2,0.16
微软,MSFT,2024-05-09,409.07,410.82,411.22,407.6,14689727,6048621056.0,0.89,0.44,1.78,0.2
微软,MSFT,2024-05-10,411.435,413.24,413.88,410.3,13402281,5552347904.0,0.87,0.59,2.42,0.18
微软,MSFT,2024-05-13,416.51,412.22,416.848,409.32,15440226,6389738496.0,1.82,-0.25,-1.02,0.21
微软,MSFT,2024-05-14,410.52,415.06,415.99,410.05,15109306,6270629120.0,1.44,0.69,2.84,0.2
微软,MSFT,2024-05-15,417.15,422.33,423.06,416.52,22239533,9380241408.0,1.58,1.75,7.27,0.3
微软,MSFT,2024-05-16,421.05,420.24,424.67,419.6,17530050,7399875328.0,1.2,-0.49,-2.09,0.24
微软,MSFT,2024-05-17,421.79,419.46,422.17,417.275,15352239,6450388480.0,1.16,-0.19,-0.78,0.21
微软,MSFT,2024-05-20,419.46,424.59,426.02,419.24,16272137,6910995968.0,1.62,1.22,5.13,0.22
微软,MSFT,2024-05-21,426.075,428.29,432.22,424.1,21453255,9209923840.0,1.91,0.87,3.7,0.29
微软,MSFT,2024-05-22,429.34,429.77,431.66,426.38,18073698,7776428544.0,1.23,0.35,1.48,0.24
微软,MSFT,2024-05-23,432.22,426.25,432.85,424.674,17211689,7386178560.0,1.9,-0.82,-3.52,0.23
微软,MSFT,2024-05-24,426.44,429.41,430.305,423.66,11855285,5083943168.0,1.56,0.74,3.16,0.16
微软,MSFT,2024-05-28,428.88,429.57,430.07,425.85,15718024,6745696768.0,0.98,0.04,0.16,0.21
微软,MSFT,2024-05-29,424.94,428.42,430.19,424.94,15517130,6661236480.0,1.22,-0.27,-1.15,0.21
微软,MSFT,2024-05-30,423.55,413.92,423.55,413.49,28424847,11883957760.0,2.35,-3.38,-14.5,0.38
微软,MSFT,2024-05-31,416.0,414.38,416.0,403.76,47995250,19766516480.0,2.96,0.11,0.46,0.65
微软,MSFT,2024-06-03,414.775,412.77,415.68,408.173,17484675,7216800256.0,1.81,-0.39,-1.61,0.24
微软,MSFT,2024-06-04,411.68,415.32,415.69,408.925,14348917,5936925184.0,1.64,0.62,2.55,0.19
微软,MSFT,2024-06-05,417.06,423.26,423.33,415.55,16988038,7163502336.0,1.87,1.91,7.94,0.23
微软,MSFT,2024-06-06,423.26,423.77,424.56,419.83,14861251,6295266816.0,1.12,0.12,0.51,0.2
微软,MSFT,2024-06-07,425.45,423.1,425.53,422.25,13621650,5783049728.0,0.77,-0.16,-0.67,0.18
微软,MSFT,2024-06-10,423.95,427.12,427.33,423.14,14003034,5978371072.0,0.99,0.95,4.02,0.19
微软,MSFT,2024-06-11,424.725,431.93,432.07,424.5,14551101,6295970304.0,1.77,1.13,4.81,0.2
微软,MSFT,2024-06-12,434.57,440.31,442.65,432.5,22366233,9830115072.0,2.35,1.94,8.38,0.3
微软,MSFT,2024-06-13,440.1,440.83,442.64,438.62,15960565,7047458560.0,0.91,0.12,0.52,0.21
微软,MSFT,2024-06-14,437.525,441.82,442.388,435.971,13581985,5999855616.0,1.46,0.22,0.99,0.18
微软,MSFT,2024-06-17,441.835,447.62,450.19,439.97,20790030,9291061760.0,2.31,1.31,5.8,0.28
微软,MSFT,2024-06-18,448.955,445.59,449.39,444.14,17112504,7644654080.0,1.17,-0.45,-2.03,0.23
微软,MSFT,2024-06-20,445.55,444.95,445.78,440.52,19877378,8836691200.0,1.18,-0.14,-0.64,0.27
微软,MSFT,2024-06-21,446.63,449.03,449.83,445.76,34486172,15473850368.0,0.91,0.92,4.08,0.46
微软,MSFT,2024-06-24,449.05,446.92,452.0,445.66,15913719,7141610752.0,1.41,-0.47,-2.11,0.21
微软,MSFT,2024-06-25,447.5,450.2,450.67,446.0,16747529,7537000960.0,1.04,0.73,3.28,0.23
微软,MSFT,2024-06-26,448.25,451.41,452.85,447.44,16507030,7457332736.0,1.2,0.27,1.21,0.22
微软,MSFT,2024-06-27,451.425,452.1,455.42,451.02,14806324,6715529216.0,0.97,0.15,0.69,0.2
微软,MSFT,2024-06-28,452.32,446.2,454.63,445.66,28362271,12751175168.0,1.98,-1.31,-5.9,0.38
微软,MSFT,2024-07-01,447.91,455.98,456.62,444.91,17662818,8008901888.0,2.62,2.19,9.78,0.24
微软,MSFT,2024-07-02,452.45,458.53,458.84,452.363,13979779,6398323968.0,1.42,0.56,2.55,0.19
微软,MSFT,2024-07-03,457.44,460.02,460.27,457.13,9932830,4567470848.0,0.68,0.32,1.49,0.13
微软,MSFT,2024-07-05,458.86,466.81,467.6,458.215,16000290,7460058624.0,2.04,1.48,6.79,0.22
微软,MSFT,2024-07-08,465.8,465.49,466.95,463.71,12962321,6039072512.0,0.69,-0.28,-1.32,0.17
微软,MSFT,2024-07-09,466.25,458.79,466.58,457.25,17228507,7945827584.0,2.0,-1.44,-6.7,0.23
微软,MSFT,2024-07-10,460.47,465.5,465.71,458.105,18196100,8438939136.0,1.66,1.46,6.71,0.24
微软,MSFT,2024-07-11,462.23,453.95,464.03,450.8,23111175,10531772416.0,2.84,-2.48,-11.55,0.31
微软,MSFT,2024-07-12,453.575,452.8,455.61,449.895,16324274,7407760128.0,1.26,-0.25,-1.15,0.22
微软,MSFT,2024-07-15,452.55,453.21,456.51,450.68,14429447,6550161408.0,1.29,0.09,0.41,0.19
微软,MSFT,2024-07-16,453.47,448.77,453.55,445.91,17175679,7717602304.0,1.69,-0.98,-4.44,0.23
微软,MSFT,2024-07-17,441.84,442.77,444.1,438.43,21754021,9625455104.0,1.26,-1.34,-6.0,0.29
微软,MSFT,2024-07-18,443.59,439.62,443.9,433.65,20794822,9124182016.0,2.31,-0.71,-3.15,0.28
微软,MSFT,2024-07-19,432.35,436.36,440.39,431.25,20940417,9148359936.0,2.08,-0.74,-3.26,0.28
微软,MSFT,2024-07-22,441.04,442.19,443.85,438.163,15808755,6997529600.0,1.3,1.34,5.83,0.21
微软,MSFT,2024-07-23,443.145,444.1,447.64,442.35,13107050,5835284992.0,1.2,0.43,1.91,0.18
微软,MSFT,2024-07-24,439.7,428.15,440.73,426.835,26805800,11551464448.0,3.13,-3.59,-15.95,0.36
微软,MSFT,2024-07-25,428.05,417.65,429.05,416.76,29943795,12639463424.0,2.87,-2.45,-10.5,0.4
微软,MSFT,2024-07-26,417.45,424.52,428.165,416.52,23583839,10001388800.0,2.79,1.64,6.87,0.32
微软,MSFT,2024-07-29,430.83,425.98,431.4,423.954,15125836,6464760576.0,1.75,0.34,1.46,0.2
微软,MSFT,2024-07-30,426.97,422.17,428.3,416.61,32687578,13805651456.0,2.74,-0.89,-3.81,0.44
微软,MSFT,2024-07-31,419.745,417.6,421.025,411.46,42891366,17913995776.0,2.27,-1.08,-4.57,0.58
微软,MSFT,2024-08-01,420.035,416.36,426.71,412.34,30296400,12708470016.0,3.44,-0.3,-1.24,0.41
微软,MSFT,2024-08-02,411.74,407.74,414.25,403.59,29437900,11997770496.0,2.56,-2.07,-8.62,0.4
微软,MSFT,2024-08-05,388.42,394.4,400.29,384.83,40709238,16076510976.0,3.79,-3.27,-13.34,0.55
微软,MSFT,2024-08-06,399.25,398.86,404.92,397.75,24946525,10016827904.0,1.82,1.13,4.46,0.34
微软,MSFT,2024-08-07,407.885,397.68,409.33,396.72,20650906,8314970880.0,3.16,-0.3,-1.18,0.28
微软,MSFT,2024-08-08,401.69,401.94,405.11,399.191,20203030,8141404672.0,1.49,1.07,4.26,0.27
微软,MSFT,2024-08-09,403.28,405.27,407.3,401.512,19276666,7816735744.0,1.44,0.83,3.33,0.26
微软,MSFT,2024-08-12,406.31,406.06,408.01,403.493,16762883,6814070784.0,1.11,0.19,0.79,0.23
微软,MSFT,2024-08-13,408.84,413.26,414.2,408.82,19414271,8023154432.0,1.32,1.77,7.2,0.26
微软,MSFT,2024-08-14,414.05,416.11,416.97,411.696,18266980,7603348736.0,1.28,0.69,2.85,0.25
微软,MSFT,2024-08-15,419.8,421.03,421.11,417.66,20752144,8717548288.0,0.83,1.18,4.92,0.28
微软,MSFT,2024-08-16,420.6,418.47,421.34,417.3,22775593,9541175552.0,0.96,-0.61,-2.56,0.31
微软,MSFT,2024-08-19,418.96,421.53,421.75,416.46,15233957,6396780544.0,1.26,0.73,3.06,0.2
微软,MSFT,2024-08-20,421.7,424.8,425.86,421.64,16387581,6947812352.0,1.0,0.78,3.27,0.22
微软,MSFT,2024-08-21,424.075,424.14,426.4,421.72,16067298,6811227136.0,1.1,-0.16,-0.66,0.22
微软,MSFT,2024-08-22,424.36,415.55,426.79,414.61,19361901,8093283840.0,2.87,-2.03,-8.59,0.26
微软,MSFT,2024-08-23,416.98,416.79,419.26,412.09,18493784,7694704384.0,1.73,0.3,1.24,0.25
微软,MSFT,2024-08-26,416.365,413.49,417.28,411.34,13152830,5442360576.0,1.43,-0.79,-3.3,0.18
微软,MSFT,2024-08-27,412.86,413.84,414.36,410.25,13492911,5570882560.0,0.99,0.08,0.35,0.18
微软,MSFT,2024-08-28,414.88,410.6,415.0,407.31,14882660,6108648192.0,1.86,-0.78,-3.24,0.2
微软,MSFT,2024-08-29,414.94,413.12,422.05,410.6,17045241,7096979712.0,2.79,0.61,2.52,0.23
微软,MSFT,2024-08-30,415.6,417.14,417.49,412.13,24308324,10117565696.0,1.3,0.97,4.02,0.33
微软,MSFT,2024-09-03,417.91,409.44,419.88,407.03,20313603,8360654080.0,3.08,-1.85,-7.7,0.27
微软,MSFT,2024-09-04,405.91,408.9,411.24,404.37,15135806,6183045376.0,1.68,-0.13,-0.54,0.2
微软,MSFT,2024-09-05,407.62,408.39,413.1,406.13,14195516,5803078144.0,1.7,-0.12,-0.51,0.19
微软,MSFT,2024-09-06,409.06,401.7,410.65,400.8,19609526,7900783616.0,2.41,-1.64,-6.69,0.26
微软,MSFT,2024-09-09,407.24,405.72,408.65,402.15,15295134,6195866880.0,1.62,1.0,4.02,0.21
微软,MSFT,2024-09-10,408.2,414.2,416.33,407.7,19594287,8096716288.0,2.13,2.09,8.48,0.26
微软,MSFT,2024-09-11,415.5,423.04,423.99,409.58,19266923,8072301056.0,3.48,2.13,8.84,0.26
微软,MSFT,2024-09-12,423.31,427.0,427.369,419.75,17418759,7394167040.0,1.8,0.94,3.96,0.23
微软,MSFT,2024-09-13,425.825,430.59,431.83,425.46,15874555,6821153536.0,1.49,0.84,3.59,0.21
微软,MSFT,2024-09-16,430.6,431.34,433.53,428.22,13834697,5961124352.0,1.23,0.17,0.75,0.19
微软,MSFT,2024-09-17,440.23,435.15,441.85,432.27,18874231,8237701632.0,2.22,0.88,3.81,0.25
微软,MSFT,2024-09-18,435.0,430.81,436.03,430.41,18898042,8166576128.0,1.29,-1.0,-4.34,0.25
微软,MSFT,2024-09-19,441.225,438.69,441.5,436.9,21706559,9528689920.0,1.07,1.83,7.88,0.29
微软,MSFT,2024-09-20,437.22,435.27,439.24,434.22,55167106,24041260800.0,1.14,-0.78,-3.42,0.74
微软,MSFT,2024-09-23,434.28,433.51,436.46,430.389,15128891,6560678912.0,1.39,-0.4,-1.76,0.2
微软,MSFT,2024-09-24,433.0,429.17,433.35,426.1,17015754,7302115072.0,1.67,-1.0,-4.34,0.23
微软,MSFT,2024-09-25,429.83,432.11,433.119,428.57,13396364,5781434112.0,1.06,0.69,2.94,0.18
微软,MSFT,2024-09-26,435.085,431.31,435.3,429.13,14492044,6248392960.0,1.43,-0.19,-0.8,0.19
微软,MSFT,2024-09-27,431.52,428.02,431.85,427.47,14896131,6389585408.0,1.02,-0.76,-3.29,0.2
微软,MSFT,2024-09-30,428.21,430.3,430.42,425.37,16854606,7229950976.0,1.18,0.53,2.28,0.23
微软,MSFT,2024-10-01,428.45,420.69,428.48,418.81,19092945,8050086144.0,2.25,-2.23,-9.61,0.26
微软,MSFT,2024-10-02,422.58,417.13,422.82,416.71,16582257,6932261888.0,1.45,-0.85,-3.56,0.22
微软,MSFT,2024-10-03,417.63,416.54,419.55,414.29,13686421,5702539264.0,1.26,-0.14,-0.59,0.18
微软,MSFT,2024-10-04,418.24,416.06,419.75,414.97,19190913,7998460160.0,1.15,-0.12,-0.48,0.26
微软,MSFT,2024-10-07,416.0,409.54,417.11,409.0,20919761,8626399232.0,1.95,-1.57,-6.52,0.28
微软,MSFT,2024-10-08,410.9,414.71,415.66,408.17,19229261,7952674048.0,1.83,1.26,5.17,0.26
微软,MSFT,2024-10-09,415.86,417.46,420.38,414.3,14974257,6252783104.0,1.47,0.66,2.75,0.2
微软,MSFT,2024-10-10,415.225,415.84,417.35,413.15,13848376,5754921216.0,1.01,-0.39,-1.62,0.19
微软,MSFT,2024-10-11,416.135,416.32,417.13,413.25,14144944,5878417920.0,0.93,0.12,0.48,0.19
微软,MSFT,2024-10-14,417.77,419.14,424.04,417.52,16653086,6996109056.0,1.57,0.68,2.82,0.22
微软,MSFT,2024-10-15,422.18,418.74,422.48,415.26,18900201,7905093120.0,1.72,-0.1,-0.4,0.25
微软,MSFT,2024-10-16,415.17,416.12,416.36,410.48,15508932,6433730816.0,1.4,-0.63,-2.62,0.21
微软,MSFT,2024-10-17,422.36,416.72,422.5,415.59,14820004,6187604992.0,1.66,0.14,0.6,0.2
微软,MSFT,2024-10-18,417.14,418.16,419.65,416.26,17145317,7163038976.0,0.81,0.35,1.44,0.23
微软,MSFT,2024-10-21,416.12,418.78,418.96,413.75,14206115,5925915648.0,1.25,0.15,0.62,0.19
微软,MSFT,2024-10-22,418.49,427.51,430.579,418.04,25482197,10877726976.0,2.99,2.08,8.73,0.34
微软,MSFT,2024-10-23,430.855,424.6,431.08,422.53,19654379,8385570304.0,2.0,-0.68,-2.91,0.26
微软,MSFT,2024-10-24,425.325,424.73,425.978,422.4,13581631,5766450944.0,0.84,0.03,0.13,0.18
微软,MSFT,2024-10-25,426.76,428.15,432.52,426.565,16899064,7256083200.0,1.4,0.81,3.42,0.23
微软,MSFT,2024-10-28,431.655,426.59,431.94,426.3,14882444,6368720384.0,1.32,-0.36,-1.56,0.2
微软,MSFT,2024-10-29,428.0,431.95,433.17,425.8,17644080,7602927616.0,1.73,1.26,5.36,0.24
微软,MSFT,2024-10-30,437.435,432.53,438.5,432.1,29749149,12936668416.0,1.48,0.13,0.58,0.4
